Wafer_ID,Batch_ID,Timestamp,Chamber_Vacuum_Torr,Gas_Flow_SiH4_sccm,RF_Reflected_Power_W,Plasma_Density_e11_cm3,Etch_Rate_A_min,CMP_Pad_Wear_um,Deposition_Temp_C,Photolitho_Dose_mJ_cm2,Leakage_Current_uA,Chamber_Pressure_mTorr,Wafer_Thickness_um,Wafer_Bow_um,Gate_Oxide_Thickness_A,Particle_Count_10nm,Wafer_Resistivity_Ohm_cm,Yield_Status
WFR-1149,FAB-BATCH-102,04-08-2026 05:04,1.2709,155.34,448.67,11.368,2140.9,53.16,345.87,24.21,,11.34,778.77,13,46.92,10,1.756,0
WFR-1150,FAB-BATCH-102,04-08-2026 05:32,1.2619,161.65,439.24,12.339,2210.3,53.58,353.33,23.28,0.0369,12.3,773.98,12.74,45.77,16,1.894,0
WFR-1151,FAB-BATCH-103,04-08-2026 06:00,1.26,152.61,460.1,12.326,2275.7,17.21,355.27,24.32,0.0235,12.19,776.48,13.85,44.79,10,1.997,0
WFR-1152,FAB-BATCH-103,04-08-2026 06:28,1.2639,,445.57,12.939,2164.7,14.78,351.86,24.69,0.0468,12.88,774.74,13.89,45.77,15,1.85,0
WFR-1153,FAB-BATCH-103,04-08-2026 06:56,1.2228,,415.12,12.532,2169.1,15.97,357.96,24.19,0.0641,12.67,771.78,12.73,43.78,15,1.727,0
WFR-1154,FAB-BATCH-103,04-08-2026 07:24,1.2593,148.41,445.5,12.936,2165.2,17.62,354.6,23.17,0.0365,11.88,776.84,10.68,45.23,18,1.829,0
WFR-1155,FAB-BATCH-103,04-08-2026 07:52,1.2617,151.52,437.54,12.992,2229,19.37,347.64,23.82,0.0584,12.24,772.26,14.64,43.34,22,1.747,0
WFR-1156,FAB-BATCH-103,04-08-2026 08:20,1.2214,148.67,430.42,14.008,2217.9,17.08,346.3,25.66,0.0386,11.84,775.05,13.17,42.33,14,1.783,0
WFR-1157,FAB-BATCH-103,04-08-2026 08:48,1.3246,150.76,435.15,12.279,2193.7,21.34,352.5,25.65,0.0513,13.03,774.15,11.77,45.08,14,1.82,0
WFR-1158,FAB-BATCH-103,04-08-2026 09:16,1.269,155.93,451.31,11.841,2163.3,14.58,354.59,23.79,0.0585,12.57,777.23,12.99,46.89,18,1.757,0
WFR-1159,FAB-BATCH-103,04-08-2026 09:44,1.2023,145.47,465.94,12.672,2203.7,20.92,361.18,25.04,0.0421,12.08,772.35,10.69,46.39,24,1.772,0
WFR-1160,FAB-BATCH-103,04-08-2026 10:12,1.2763,155.13,453.76,11.938,2137.4,18.27,359.53,23.56,0.052,12.1,775.98,13.77,44.88,13,1.857,0
WFR-1161,FAB-BATCH-103,04-08-2026 10:40,1.211,155.93,442.72,13.537,2205.7,23.24,345.67,25.62,0.045,12.72,772.9,10.73,47.62,16,1.872,0
WFR-1162,FAB-BATCH-103,04-08-2026 11:08,1.2815,149.47,455.47,12.302,2234.9,21.33,349.18,24.7,0.0585,12.29,773.72,12.23,44.15,15,1.708,0
WFR-1163,FAB-BATCH-103,04-08-2026 11:36,1.2963,140.45,444.49,12.104,2150,20.25,355.37,25.26,0.0528,12.78,765.91,12.79,42.12,20,1.89,0
WFR-1164,FAB-BATCH-103,04-08-2026 12:04,1.2172,147.26,441.66,12.17,2138.7,23.48,358.54,23.13,0.0507,10.9,780.23,13.75,41.73,19,1.812,0
WFR-1165,FAB-BATCH-103,04-08-2026 12:32,1.2885,155.84,436.15,13.003,2263.2,24.49,357.51,25.04,0.0687,12.23,776.38,12.63,43.23,14,1.922,0
WFR-1166,FAB-BATCH-103,04-08-2026 13:00,1.2665,149.9,428.98,12.39,2175.5,24.53,349.49,24.49,0.0579,11.74,773.08,13.26,46.22,17,1.928,0
WFR-1167,FAB-BATCH-103,04-08-2026 13:28,1.2829,145.5,445.32,12.051,2245.4,21.74,339.97,25.18,0.0417,12.88,772.19,12.47,44.05,13,1.796,0
WFR-1168,FAB-BATCH-103,04-08-2026 13:56,1.3259,147.73,451.9,13.666,2193.8,23.38,342.01,25.23,0.049,12.77,773.76,12.46,45.69,12,1.911,0
WFR-1169,FAB-BATCH-103,04-08-2026 14:24,1.2402,153.78,448.84,11.901,2193.5,24.89,352.18,24.55,0.0491,12.02,776.79,12.6,47.47,17,1.766,0
WFR-1170,FAB-BATCH-103,04-08-2026 14:52,1.2199,152.46,445.01,12.525,2217.5,25.37,352.74,24.02,0.051,12.77,770.27,12.27,43.35,15,1.982,0
WFR-1171,FAB-BATCH-103,04-08-2026 15:20,1.2144,148.92,438.65,12.957,2164.6,27.5,341.21,25.12,0.0803,12.89,774.65,10.48,45.72,16,1.77,0
WFR-1172,FAB-BATCH-103,04-08-2026 15:48,1.2174,148.35,457.3,11.358,2205.3,22.52,350.36,24.45,0.0545,12.04,779.43,11.58,45.81,15,1.885,0
WFR-1173,FAB-BATCH-103,04-08-2026 16:16,1.2469,148.24,434.19,12.836,2184.7,27.77,355.05,23.8,0.0256,13.24,772.17,12.79,43.71,15,1.831,0
WFR-1174,FAB-BATCH-103,04-08-2026 16:44,1.2636,145.85,459.31,11.761,2147.2,27.07,340.79,23.76,0.0435,11.98,775.2,12.2,47.03,17,1.748,0
WFR-1175,FAB-BATCH-103,04-08-2026 17:12,1.2611,157.27,437.97,13.076,2213.5,26.52,358.84,23.32,0.0268,11.89,780.51,12.31,44.57,14,1.94,0
WFR-1176,FAB-BATCH-103,04-08-2026 17:40,1.2831,148.55,440.97,11.826,2189.5,27.27,346.98,24.09,0.046,12.43,776.58,12.11,44.42,12,1.789,0
WFR-1177,FAB-BATCH-103,04-08-2026 18:08,1.2505,155.48,432.4,12.985,2193.7,28.87,360.06,25.38,0.0262,11.82,775.31,11.46,48.17,8,1.68,0
WFR-1178,FAB-BATCH-103,04-08-2026 18:36,1.3081,156.85,443.98,13.274,2151.6,22.65,345.73,24.64,0.0395,12.04,776.27,11.91,45.78,17,1.562,0
WFR-1179,FAB-BATCH-103,04-08-2026 19:04,1.2394,154.49,461.7,13.103,2263.7,29,341.79,24.08,0.0318,12.7,774,12.13,46.39,13,1.762,0
WFR-1180,FAB-BATCH-103,04-08-2026 19:32,1.3588,148.06,456.19,12.676,2235.1,29.2,346.33,25.14,0.0546,12.01,778.25,12.51,47.03,13,1.988,0
WFR-1181,FAB-BATCH-103,04-08-2026 20:00,1.275,151.82,461.74,12.338,2238.6,32.57,349.24,23.83,0.05,11.15,774,12.97,44.02,15,1.976,0
WFR-1182,FAB-BATCH-103,04-08-2026 20:28,1.2157,149.89,456.27,12.097,2187.8,30.44,346.89,24.58,0.0536,12.18,770.1,12.28,46.87,18,1.778,0
WFR-1183,FAB-BATCH-103,04-08-2026 20:56,1.2072,,436.76,13.53,2130.8,32.17,348.27,24.36,0.0487,11.65,774.02,11.26,44.25,19,1.813,0
WFR-1184,FAB-BATCH-103,04-08-2026 21:24,1.2693,151.46,446.03,12.01,2278.1,36.23,352.67,25.12,0.0333,12.43,772.58,10.82,44.18,10,1.804,0
WFR-1185,FAB-BATCH-103,04-08-2026 21:52,1.2411,144.69,440.64,11.774,2197.6,35.69,348.63,23.24,0.0562,12.35,774.3,15.62,44.59,23,1.717,0
WFR-1186,FAB-BATCH-103,04-08-2026 22:20,1.2786,155.34,465.97,12.966,2170,36.05,349.47,23.82,0.0731,12.74,774.35,11.14,44.07,17,1.755,1
WFR-1187,FAB-BATCH-103,04-08-2026 22:48,1.2689,147.91,435.64,11.943,2216.7,33.8,336.33,23.19,0.0549,12.45,777.99,11.88,46.23,10,1.948,0
WFR-1188,FAB-BATCH-103,04-08-2026 23:16,1.2471,150.91,460.72,11.835,2246.7,36.44,353.13,24.29,0.0449,12.55,776.74,13.12,45.4,11,1.9,1
WFR-1189,FAB-BATCH-103,04-08-2026 23:44,1.2161,151.27,460.72,11.489,2199.1,35.43,349.29,25.47,0.0329,11.67,775.66,12.93,44.26,9,1.877,0
WFR-1190,FAB-BATCH-103,05-08-2026 00:12,1.1894,148.83,471.96,12.162,2251.1,36.06,362.88,24.1,0.0391,12.4,774.99,13.13,46.01,13,1.716,0
WFR-1191,FAB-BATCH-103,05-08-2026 00:40,1.2321,152.64,445.08,12.442,2243.3,37.82,342.48,24.09,0.0554,12.98,772.35,11.97,44.59,12,1.86,0
WFR-1192,FAB-BATCH-103,05-08-2026 01:08,1.2843,147.86,458.55,12.67,2156.9,36.36,335.53,25.2,0.0629,11.66,769.55,12.79,44.51,13,1.62,0
WFR-1193,FAB-BATCH-103,05-08-2026 01:36,1.2586,153.92,477.38,13.166,2173,41.09,354.94,25.35,0.0531,12.9,775.28,12.57,45.07,17,1.934,0
WFR-1194,FAB-BATCH-103,05-08-2026 02:04,1.2002,143.94,442.59,12.869,2238.3,38.33,352.77,24.43,0.0596,11.73,776.99,12.13,45.7,15,1.876,0
WFR-1195,FAB-BATCH-103,05-08-2026 02:32,1.2569,150.57,431.58,12.366,2091.5,40.44,341.93,25.05,0.0585,11.57,774.73,12.79,45.58,12,1.715,0
WFR-1196,FAB-BATCH-103,05-08-2026 03:00,1.2654,158.73,427.44,12.361,2194,42.66,337.76,23.64,0.0561,12.15,773.66,13.77,44.46,17,2.012,0
WFR-1197,FAB-BATCH-103,05-08-2026 03:28,1.2146,145.5,458.55,12.857,2142.8,42.36,362.3,25.6,0.0421,12.36,776.16,12.47,46.27,16,1.67,0
WFR-1198,FAB-BATCH-103,05-08-2026 03:56,1.2561,146.95,427.4,13.391,2180.9,38.03,361.31,26.22,0.0521,12.46,774.79,12.48,44.67,10,1.903,0
WFR-1199,FAB-BATCH-103,05-08-2026 04:24,1.2523,152.31,445.53,12.588,2188,42.29,330.1,24.92,0.0398,11.52,779.21,13.78,44.02,13,1.906,1
WFR-1200,FAB-BATCH-103,05-08-2026 04:52,1.2043,150.81,455.25,12.172,2185.7,43.65,346.33,22.83,0.0502,12.22,778.08,13.65,42.8,13,1.726,0
WFR-1201,FAB-BATCH-103,05-08-2026 05:20,1.2643,151.58,452.22,11.805,2177.9,44.28,363.31,24.05,0.054,11.66,777.4,14.4,46.47,13,1.846,0
WFR-1202,FAB-BATCH-103,05-08-2026 05:48,1.2724,152.2,455.11,11.488,2156.1,40.82,346.19,24.99,0.0701,11.26,776.89,10.39,45.02,12,1.686,0
WFR-1203,FAB-BATCH-103,05-08-2026 06:16,1.2933,152.86,452.67,12.966,2291.7,42.29,346.08,24.16,0.0343,11.54,771.77,13.59,45.32,16,1.565,0
WFR-1204,FAB-BATCH-103,05-08-2026 06:44,1.2922,154.99,465.35,12.905,2274.7,46.14,347.74,25.52,0.0558,11.62,776.66,13.22,46.57,15,1.743,1
WFR-1205,FAB-BATCH-103,05-08-2026 07:12,1.1949,151.84,438.57,12.904,2153.5,43.18,341.03,24.97,0.0678,12.26,775.94,11.44,44.28,17,1.788,0
WFR-1206,FAB-BATCH-103,05-08-2026 07:40,1.2125,148.91,441.88,12.41,2263.3,44.65,336.36,23.93,0.0591,12.58,776.52,12.8,42.94,12,1.914,0
WFR-1207,FAB-BATCH-103,05-08-2026 08:08,1.2706,153.03,440.73,13.485,2184,48.95,358.42,24.53,0.06,11.26,776.23,13.76,45.1,5,1.857,0
WFR-1208,FAB-BATCH-103,05-08-2026 08:36,1.2706,158.55,459.96,12.161,2205.2,46.25,335.26,23.78,0.0571,12.18,776.13,11.51,45.46,18,1.859,0
WFR-1209,FAB-BATCH-103,05-08-2026 09:04,1.2706,149.4,460.8,13.169,2197.5,45.45,351.98,24.35,0.0656,11.41,781.75,13.03,44.61,11,1.749,0
WFR-1210,FAB-BATCH-103,05-08-2026 09:32,1.4041,145.61,455.41,12.473,2173.6,45.69,357.09,24.06,0.037,12.31,774.81,13.55,47.21,19,1.797,0
WFR-1211,FAB-BATCH-103,05-08-2026 10:00,1.2728,154.98,464.2,12.074,2239.4,48.67,338.39,25.44,0.0334,11.69,777.34,11.21,41.27,13,1.757,0
WFR-1212,FAB-BATCH-103,05-08-2026 10:28,1.2954,149.46,435.86,12.915,2205,45.88,342.61,26.19,0.0499,11.47,773.82,12.33,46.68,16,1.728,0
WFR-1213,FAB-BATCH-103,05-08-2026 10:56,1.2882,140.22,470.01,12.787,2180.9,48.61,359.71,23.36,0.0241,12.4,776.98,12.86,46.19,21,1.791,0
WFR-1214,FAB-BATCH-103,05-08-2026 11:24,1.2761,153.81,468.28,12.75,2147.8,50.32,354.26,22.96,0.0648,11.71,777.35,11.54,45.69,18,1.857,0
WFR-1215,FAB-BATCH-103,05-08-2026 11:52,1.2374,147.59,458.83,12.557,2164.3,52.8,345.06,24.3,0.0646,11.84,775.91,11.45,40,16,1.793,0
WFR-1216,FAB-BATCH-103,05-08-2026 12:20,,149.59,471.38,12.473,2134.3,52.09,359.62,23.29,0.0448,10.89,779.17,12.34,46.93,14,1.818,0
WFR-1217,FAB-BATCH-103,05-08-2026 12:48,1.2191,151.49,430.12,14.172,2200.5,49.87,359.65,24.54,0.0456,12.47,772.79,13.46,43.46,19,1.919,0
WFR-1218,FAB-BATCH-103,05-08-2026 13:16,1.2405,150.86,443.71,13.329,2152.1,54.21,352.15,25.1,0.0491,12.41,773.78,13.27,44.24,16,1.8,0
WFR-1219,FAB-BATCH-103,05-08-2026 13:44,1.2306,153.19,441.18,13.006,2189.4,51.8,342.8,25.7,0.0506,12,775.53,11.47,44.74,10,1.717,0
WFR-1220,FAB-BATCH-103,05-08-2026 14:12,1.2533,148.04,458.66,12.578,2254.8,50.48,346.69,24.66,0.0515,11.24,777.2,13.28,45.61,9,1.906,0
WFR-1221,FAB-BATCH-103,05-08-2026 14:40,1.3426,,437.4,13.205,2248,53.16,352.29,24.35,0.0567,12.6,775.45,11.5,45.96,8,1.877,0
WFR-1222,FAB-BATCH-103,05-08-2026 15:08,1.1753,148.83,459.09,12.863,2198.7,56.93,348.49,22.92,0.0479,11.67,778.21,10.57,46.34,14,1.883,0
WFR-1223,FAB-BATCH-103,05-08-2026 15:36,1.2775,153.32,466.45,12.518,2196.5,54.93,357.51,24.52,0.0613,11.77,773.35,12.06,46.22,16,1.913,0
WFR-1224,FAB-BATCH-103,05-08-2026 16:04,1.1855,152.77,458.34,12.288,2275.2,55.18,337.76,24.56,0.0554,13.16,772.15,13.85,45.38,6,1.896,0
WFR-1225,FAB-BATCH-103,05-08-2026 16:32,1.2311,145.79,453.41,12.443,2220.8,58.97,338.05,25.01,0.0427,11.65,775.77,13.29,45.62,7,1.853,0
WFR-1226,FAB-BATCH-104,05-08-2026 17:00,1.2936,154.89,438.15,10.281,2186.9,12.14,351.45,23.93,0.101,12.37,774.81,12.5,43.36,15,2.089,0
WFR-1227,FAB-BATCH-104,05-08-2026 17:28,1.2526,147.59,461.84,12.647,2143,12.98,346.07,24.15,0.0687,12.28,776.36,12,43.87,18,1.722,0
WFR-1228,FAB-BATCH-104,05-08-2026 17:56,1.2069,153.64,487,12.158,2215.8,12.87,344.98,23.32,0.0839,12.2,774.93,12.03,46.34,14,1.791,0
WFR-1229,FAB-BATCH-104,05-08-2026 18:24,1.2214,151.65,481.35,13.615,2233.2,17.4,335.86,22.67,0.0966,12.14,774.15,12.63,46.26,14,1.947,0
WFR-1230,FAB-BATCH-104,05-08-2026 18:52,1.2772,158.27,471.53,12.514,2174.7,17.53,350.16,23.61,0.0763,12.19,774.81,11.22,46.09,12,1.864,0
WFR-1231,FAB-BATCH-104,05-08-2026 19:20,1.2208,148.99,444.99,11.668,2211.6,20.84,349.58,23.24,0.0887,12.14,775.07,12.08,44.23,17,1.926,0
WFR-1232,FAB-BATCH-104,05-08-2026 19:48,1.2587,148.43,447.69,12.465,2185.5,18.79,355.23,24.77,0.0565,11.97,774.24,12.24,46.37,12,1.867,0
WFR-1233,FAB-BATCH-104,05-08-2026 20:16,1.2518,149.91,437.15,11.768,2192.6,18.04,350.55,24.09,0.0397,12.76,774.49,10.88,43.26,17,1.987,0
WFR-1234,FAB-BATCH-104,05-08-2026 20:44,1.2239,148.64,494.94,12.831,2100.5,19.4,348.94,24.07,0.0841,11.34,773.99,11.49,46.62,15,1.749,0
WFR-1235,FAB-BATCH-104,05-08-2026 21:12,1.3358,153.6,456.63,12.704,2191.1,20.19,359.42,23.71,0.0481,12.51,777.14,12.99,44.61,9,1.984,0
WFR-1236,FAB-BATCH-104,05-08-2026 21:40,1.2754,142.73,452.27,13.17,2238.8,17.16,339.5,21.91,0.0784,12.41,775.49,12.51,47.53,13,1.967,0
WFR-1237,FAB-BATCH-104,05-08-2026 22:08,1.169,145.26,462.09,11.946,2174.7,26.47,354.29,25.71,0.1126,12.35,780.64,12.13,42.72,15,1.729,0
WFR-1238,FAB-BATCH-104,05-08-2026 22:36,1.2575,145.19,456.94,12.524,2202.1,22.64,336.63,23.7,0.0758,12.56,775.4,11.41,47.65,14,1.913,0
WFR-1239,FAB-BATCH-104,05-08-2026 23:04,1.2235,154.28,474.22,11.544,2169.8,22.57,343.29,24.17,0.0971,11.95,773.62,14.39,44.46,18,1.846,0
WFR-1240,FAB-BATCH-104,05-08-2026 23:32,1.2841,157.7,483.25,12.991,2214.4,23.93,340.3,23.34,0.0803,11.07,781.68,11.49,44.43,16,1.789,0
WFR-1241,FAB-BATCH-104,06-08-2026 00:00,1.2183,149.53,472.15,12.863,2191.3,24.67,356.26,25.28,0.072,11.96,776.03,12.8,45.29,14,1.661,0
WFR-1242,FAB-BATCH-104,06-08-2026 00:28,1.2454,149.24,506.42,12.847,2162.4,23.52,349.48,24.61,0.0862,11.5,777.48,11.91,43.95,17,1.749,1
WFR-1243,FAB-BATCH-104,06-08-2026 00:56,1.2702,150.32,451.98,12.501,2253.3,23.09,349.89,23.84,0.0928,11.63,776.48,12.54,44.89,14,1.921,0
WFR-1244,FAB-BATCH-104,06-08-2026 01:24,1.2846,155.23,462.7,12.79,2237.2,26.1,341.15,24.19,0.061,11.38,776.56,13.05,43.89,16,1.931,0
WFR-1245,FAB-BATCH-104,06-08-2026 01:52,1.202,145.83,469.93,13.623,2175.8,26.22,347.6,25.84,0.0687,11.76,776.34,10.86,43.95,17,1.829,0
WFR-1246,FAB-BATCH-104,06-08-2026 02:20,1.2366,151.07,459.26,12.3,2219.9,24.38,343.89,24.44,0.0853,11.7,772.24,12.49,45.73,17,1.932,0
WFR-1247,FAB-BATCH-104,06-08-2026 02:48,1.231,154.39,477.3,12.597,2221.5,29.39,353.07,24.35,0.088,10.81,775.92,13.93,43.65,11,1.945,0
WFR-1248,FAB-BATCH-104,06-08-2026 03:16,1.2239,152.25,441.2,11.74,2225.7,27.69,342.07,23.75,0.042,12.35,771.69,14.61,43.85,13,1.865,0
WFR-1249,FAB-BATCH-104,06-08-2026 03:44,1.3206,150.85,474.75,11.892,2132.2,29.11,360.64,22.98,0.0904,13.11,774.56,12.34,42.94,17,1.778,0
WFR-1250,FAB-BATCH-104,06-08-2026 04:12,1.2662,154.5,427.71,12.568,2240.3,30.98,336.6,24.37,0.0468,12.3,773.19,12.55,44.24,15,1.894,0
WFR-1251,FAB-BATCH-104,06-08-2026 04:40,1.1996,137.84,479.24,13.273,2177.2,28.79,343.55,24.76,0.0961,11.9,775.89,15.15,46.97,17,1.899,0
WFR-1252,FAB-BATCH-104,06-08-2026 05:08,1.2867,153.05,475.58,12.321,2185.7,29.93,363.42,25.38,0.0694,11.97,775.84,13.86,43.73,14,1.917,0
WFR-1253,FAB-BATCH-104,06-08-2026 05:36,1.3349,147.06,479.66,12.335,2305.5,31.47,346.52,22.7,0.0784,11.79,776.2,11.76,43.9,19,1.937,1
WFR-1254,FAB-BATCH-104,06-08-2026 06:04,1.2913,141.76,462.7,12.215,2212.1,28.95,339.48,23.6,0.0953,12.05,775.72,11.76,45.29,16,1.714,0
WFR-1255,FAB-BATCH-104,06-08-2026 06:32,1.1892,152.3,476.41,12.126,2184.5,31.06,351.75,24.04,0.0648,11.98,773.48,13.65,44.44,14,1.799,0
WFR-1256,FAB-BATCH-104,06-08-2026 07:00,1.2306,156.18,473.78,12.706,2111.8,31.75,346.2,24.5,0.0765,11.58,774.35,11.29,48.34,21,1.66,0
WFR-1257,FAB-BATCH-104,06-08-2026 07:28,1.3007,149.38,461.43,11.452,2255.6,30.14,343.31,24.38,0.0598,12.84,777.3,13.81,44.76,22,1.925,0
WFR-1258,FAB-BATCH-104,06-08-2026 07:56,1.2217,154.29,441.45,13.397,2146.2,37.24,341.23,24.4,0.0991,11.26,777.67,12.9,45.5,5,1.829,0
WFR-1259,FAB-BATCH-104,06-08-2026 08:24,1.2678,157.26,464.24,12.034,2159.9,30.34,372.15,24.83,0.0347,12.36,772.13,13.12,46.42,13,1.893,0
WFR-1260,FAB-BATCH-104,06-08-2026 08:52,1.281,155.92,489.24,13.005,2186.7,31.1,347.99,23.78,0.0936,11.95,771.17,12.19,46.39,14,1.702,1
WFR-1261,FAB-BATCH-104,06-08-2026 09:20,1.2129,157.38,447.14,11.611,2256.7,36.88,334.6,25.25,0.0616,12.95,773.18,11.74,45.35,15,1.99,0
WFR-1262,FAB-BATCH-104,06-08-2026 09:48,1.2476,153.34,450.55,12.968,2230.9,36.23,361.95,24.85,0.0489,12.17,777.61,14.25,44.76,18,1.731,0
WFR-1263,FAB-BATCH-104,06-08-2026 10:16,1.1203,150.34,461.14,12.97,2193.7,33.3,354.89,24.24,0.0983,11.82,778.04,12.2,48.04,11,1.927,0
WFR-1264,FAB-BATCH-104,06-08-2026 10:44,1.209,142.79,464.07,12.769,2212.3,37.11,343.87,25.78,0.0434,11.88,772.69,12.01,44.85,13,1.862,0
WFR-1265,FAB-BATCH-104,06-08-2026 11:12,1.2399,148.89,457.99,11.804,2176,39.39,342.54,25.75,0.0669,12.02,775.77,12.4,44.34,15,1.831,0
WFR-1266,FAB-BATCH-104,06-08-2026 11:40,1.2001,146.21,495.29,12.675,2205.6,36.94,355.39,25.25,0.0868,11.43,779.59,12.73,44.03,13,1.823,1
WFR-1267,FAB-BATCH-104,06-08-2026 12:08,1.3153,159.77,439.46,11.672,2202.9,42.75,348.02,22.09,0.0777,11.62,776.04,11.26,42.41,27,1.786,0
WFR-1268,FAB-BATCH-104,06-08-2026 12:36,1.1928,149.21,467.46,12.323,2238.8,34.65,334.59,25.76,0.0926,11.11,778.55,11.82,46.23,19,1.98,1
WFR-1269,FAB-BATCH-104,06-08-2026 13:04,1.2324,150.55,452.78,13.221,2238.7,40.04,364.3,25.14,0.0744,11.54,777.5,11.76,41.48,18,1.851,0
WFR-1270,FAB-BATCH-104,06-08-2026 13:32,1.2552,152.48,479.76,13.058,2219.8,41.53,346.53,26.11,0.0407,12.05,772.72,13.51,44.99,14,1.723,0
WFR-1271,FAB-BATCH-104,06-08-2026 14:00,1.3077,150.2,469.41,12.511,2185.5,41.53,361.96,25.49,0.0607,12.15,774.53,11.44,44.69,12,1.812,1
WFR-1272,FAB-BATCH-104,06-08-2026 14:28,1.1926,157.63,461.52,11.818,2229.7,39.89,360.23,25.76,0.087,11.01,775.09,10.39,48.36,18,1.863,0
WFR-1273,FAB-BATCH-104,06-08-2026 14:56,1.2965,147.2,482.58,12.952,2196.3,40.27,341.99,25.2,0.0481,11.93,775.26,10.14,42.25,14,1.94,1
WFR-1274,FAB-BATCH-104,06-08-2026 15:24,1.2504,150.88,458.65,12.514,2156.7,42.29,358.27,25.58,0.0707,12.28,777.29,10.74,43.65,9,1.79,0
WFR-1275,FAB-BATCH-104,06-08-2026 15:52,1.2107,146.66,461,10.876,2183.9,43.58,344.79,26.1,0.0873,11.92,776.02,14.13,44.8,18,1.796,0
WFR-1276,FAB-BATCH-104,06-08-2026 16:20,1.2685,144.06,466.27,13.048,2203.4,43.7,335.07,24.67,0.0623,11.68,767.66,12.52,44.7,10,1.852,1
WFR-1277,FAB-BATCH-104,06-08-2026 16:48,1.258,147.25,486.04,12.483,2236.4,45.13,346.6,23.24,0.0824,11.79,771.72,13.1,44.18,20,1.937,1
WFR-1278,FAB-BATCH-104,06-08-2026 17:16,1.226,149.83,473.61,13.342,2192.7,41.56,353.18,24.25,0.0532,11.73,769.53,13.14,44.88,14,1.713,0
WFR-1279,FAB-BATCH-104,06-08-2026 17:44,1.2528,148.07,472.96,11.733,2151.6,43.69,346.3,24.81,0.0533,11.68,775.44,12.57,43.11,9,1.901,0
WFR-1280,FAB-BATCH-104,06-08-2026 18:12,1.2346,146.88,478.65,10.276,2202.3,42.82,347.54,24.56,0.0705,12.09,775.6,12.41,45.54,13,1.804,0
WFR-1281,FAB-BATCH-104,06-08-2026 18:40,1.2545,143.67,461.66,12.695,2204.5,44.48,359.15,23.5,0.1097,13.15,775.71,13.75,41.52,12,1.818,1
WFR-1282,FAB-BATCH-104,06-08-2026 19:08,1.2765,149.63,450.36,12.704,2207.4,47.83,350.85,23.2,0.0793,11.63,772.6,12.68,44.96,9,2.05,0
WFR-1283,FAB-BATCH-104,06-08-2026 19:36,1.3134,143.23,446.17,11.317,2236.8,46.57,343.25,23.91,0.0579,11.84,776.69,14.18,44.1,15,1.83,0
WFR-1284,FAB-BATCH-104,06-08-2026 20:04,1.2005,153.42,482.52,11.815,2240.8,52.11,355.62,25.15,0.0942,11.97,776.79,13.24,46.52,14,1.925,1
WFR-1285,FAB-BATCH-104,06-08-2026 20:32,1.3353,150.37,453.26,14.429,2176.2,47.84,351.58,25.76,0.0833,11.66,771.86,11.76,47.63,14,1.922,0
WFR-1286,FAB-BATCH-104,06-08-2026 21:00,1.1719,143.44,490.04,12.286,2175.4,48.12,329.83,25.23,0.0923,12.55,771.33,11.9,44.5,20,1.732,1
WFR-1287,FAB-BATCH-104,06-08-2026 21:28,1.2439,148.61,446.04,13.012,2158.4,48.76,353.43,25.35,0.0529,10.81,775,11.63,47.09,8,1.665,0
WFR-1288,FAB-BATCH-104,06-08-2026 21:56,1.2735,146.62,447.46,12.045,2228,47.82,353.13,24.44,0.068,11.73,779.48,13.96,44.53,17,1.932,0
WFR-1289,FAB-BATCH-104,06-08-2026 22:24,1.2612,151.44,464.47,11.037,2258,49.53,350.16,23.11,0.081,12.41,779.25,12.01,43.55,19,1.742,0
WFR-1290,FAB-BATCH-104,06-08-2026 22:52,1.2251,156.03,468.54,12.381,2187.4,52.46,357.13,24.14,,11.85,776.41,11.54,47.62,17,1.684,0
WFR-1291,FAB-BATCH-104,06-08-2026 23:20,1.2417,141.56,489.02,12.314,2190.3,50.98,344.62,24.29,0.0795,11.59,773.18,12.88,45.78,25,1.953,1
WFR-1292,FAB-BATCH-104,06-08-2026 23:48,1.2303,150.52,442.15,12.22,2258.7,49.71,352.69,24.1,0.0344,12.22,777.22,12.38,45.01,16,1.748,0
WFR-1293,FAB-BATCH-104,07-08-2026 00:16,1.2264,149.28,487.32,12.42,2220.2,50,337.46,24.54,0.0985,12.45,773.87,12.85,46.03,18,1.773,1
WFR-1294,FAB-BATCH-104,07-08-2026 00:44,1.284,153.02,454.06,12.685,2217.4,51.5,353.26,24.85,0.1042,12.11,773.08,14.77,45.41,14,2.047,0
WFR-1295,FAB-BATCH-104,07-08-2026 01:12,1.2643,150.96,457.52,12.395,2152.4,53.1,365.62,25.18,0.0617,11.6,769.64,13.6,44.9,16,1.684,0
WFR-1296,FAB-BATCH-104,07-08-2026 01:40,1.2223,146.62,437.1,11.615,2227.1,55.89,342.04,24.28,0.0652,12.23,775.26,12.53,43.01,11,1.724,0
WFR-1297,FAB-BATCH-104,07-08-2026 02:08,1.286,148.56,492.12,12.84,2162.8,51.37,343.92,22.98,0.0809,11.8,773.43,10.81,44.59,24,1.804,1
WFR-1298,FAB-BATCH-104,07-08-2026 02:36,1.2623,146.42,438.65,11.135,2154.6,53.96,344.32,24.11,0.0774,12.37,775.24,11.9,45.93,14,1.826,0
